iter	Logloss
250	0.2509491759
251	0.2508688002
252	0.2508124403
253	0.2507079617
254	0.2505922025
255	0.2505334583
256	0.2504409416
257	0.2504004829
258	0.2503391087
259	0.2502580806
260	0.2501318328
261	0.2500593192
262	0.2499863418
263	0.2499230747
264	0.2498654841
265	0.2498163129
266	0.249781197
267	0.2496997678
268	0.2495950905
269	0.2495435528
270	0.2494277945
271	0.2493701197
272	0.2492855522
273	0.2492216039
274	0.2491208486
275	0.2490777414
276	0.2490122699
277	0.2489187106
278	0.2488450459
279	0.2487791569
280	0.2486619104
281	0.2486065603
282	0.248530792
283	0.2484482903
284	0.2483771959
285	0.2483056096
286	0.2482632009
287	0.2482226231
288	0.2481541278
289	0.2480869234
290	0.2480292791
291	0.2479701427
292	0.2478920856
293	0.247795293
294	0.2477178916
295	0.2476760852
296	0.2475947219
297	0.2475348137
298	0.2474808497
299	0.2474250431
300	0.2473806531
301	0.247343765
302	0.2472668412
303	0.2472038256
304	0.2471390801
305	0.2471024419
306	0.2470535584
307	0.2470012412
308	0.2469770327
309	0.2468779036
310	0.2468182312
311	0.2467562233
312	0.2467060389
313	0.246664408
314	0.2466191706
315	0.2465709671
316	0.2464886456
317	0.2464438387
318	0.2463841475
319	0.2463460393
320	0.2462676348
321	0.2462079836
322	0.2461803246
323	0.2461208892
324	0.2461039599
325	0.2460496178
326	0.2459945703
327	0.2459307534
328	0.2458694304
329	0.2458249617
330	0.2457845045
331	0.2456987521
332	0.2456619704
333	0.2456027025
334	0.2455336826
335	0.2454647244
336	0.2454181846
337	0.2453678577
338	0.2453237454
339	0.2452902538
340	0.2452578123
341	0.2451629681
342	0.2451080609
343	0.245021294
344	0.2450139819
345	0.2449256
346	0.2448233811
347	0.2447412429
348	0.2446462638
349	0.2445750605
350	0.2445046203
351	0.2444566248
352	0.2443698464
353	0.2443061562
354	0.2442221518
355	0.244165887
356	0.2441284163
357	0.2440813186
358	0.2439911303
359	0.2439067108
360	0.2438244443
361	0.2437977449
362	0.2437346677
363	0.2436165516
364	0.2435330959
365	0.2435027702
366	0.2434636085
367	0.2434025632
368	0.2433481127
369	0.2433284705
370	0.2432705411
371	0.2432038537
372	0.2431213558
373	0.2430470156
374	0.2429623907
375	0.2429098297
376	0.2428530943
377	0.2427983335
378	0.2427482653
379	0.2427030991
380	0.2425896873
381	0.2424896807
382	0.2424135515
383	0.2423822826
384	0.2423220633
385	0.2422838279
386	0.2422399083
387	0.2421720554
388	0.2421247571
389	0.2420724275
390	0.2420368721
391	0.2419569885
392	0.2418881675
393	0.2418328658
394	0.2417756629
395	0.2417330664
396	0.2416544214
397	0.2415975515
398	0.2415563972
399	0.2414957393
400	0.2414398471
401	0.2412932206
402	0.2412566349
403	0.2411654201
404	0.2411073162
405	0.2410340367
406	0.2409294121
407	0.240879172
408	0.2408092212
409	0.2407338159
410	0.240728029
411	0.2406429367
412	0.2406267657
413	0.2405916422
414	0.2405118313
415	0.2404549416
416	0.2404210744
417	0.2403491317
418	0.2402610668
419	0.2401415382
420	0.2400985201
421	0.2400489635
422	0.2400082013
423	0.2399300038
424	0.2398992534
425	0.2398453947
426	0.2397894537
427	0.2397380374
428	0.2396608418
429	0.2395736248
430	0.2395080983
431	0.2394620881
432	0.2394022499
433	0.2393451062
434	0.2392764495
435	0.2391882855
436	0.2391508768
437	0.2391002285
438	0.2390198189
439	0.2389795012
440	0.2389444705
441	0.2388893509
442	0.2388232012
443	0.2387776974
444	0.238737863
445	0.23865472
446	0.2385862924
447	0.2385494125
448	0.238496864
449	0.2384242115
450	0.2383698921
451	0.2383267301
452	0.2382608625
453	0.2381818927
454	0.2381278818
455	0.2380875668
456	0.2380323338
457	0.2379732671
458	0.2378907434
459	0.2378295866
460	0.237785519
461	0.2377113653
462	0.2376276232
463	0.2376010375
464	0.2375390956
465	0.2374781043
466	0.2374613294
467	0.2374131182
468	0.2374030087
469	0.2373597955
470	0.2372948149
471	0.2372191356
472	0.2371707248
473	0.2371202487
474	0.2370331011
475	0.2369745685
476	0.2369045093
477	0.2368414137
478	0.2368055169
479	0.2367549786
480	0.2366951424
481	0.2366504556
482	0.2365513141
483	0.2365313533
484	0.2364516498
485	0.2363750591
486	0.236333157
487	0.2362815906
488	0.236229384
489	0.2361800543
490	0.2361349393
491	0.2360595246
492	0.236016308
493	0.2359254187
494	0.2358348891
495	0.2357792641
496	0.2356857119
497	0.2356293031
498	0.2355490244
499	0.2354924473
500	0.2354462419
501	0.2354151979
502	0.2353440682
503	0.2353184287
504	0.2352448907
505	0.2351944653
506	0.2351338846
507	0.2350544822
508	0.2349957132
509	0.2349329366
510	0.2348928689
511	0.2348450446
512	0.2347974625
513	0.2347601781
514	0.2346982426
515	0.2346159243
516	0.2344773484
517	0.2344176078
518	0.2343317512
519	0.2342490777
520	0.2342129628
521	0.2341324981
522	0.2340355359
523	0.2339807368
524	0.2339215601
525	0.2338776466
526	0.2338081814
527	0.2337485271
528	0.233716245
529	0.2336575749
530	0.2335450167
531	0.2334467771
532	0.2333877601
533	0.2333425972
534	0.2333000156
535	0.2332521672
536	0.2331923264
537	0.233132541
538	0.233054833
539	0.2330204679
540	0.2329909217
541	0.232896362
542	0.2328289961
543	0.2326889164
544	0.2326521325
545	0.2325621712
546	0.232484882
547	0.2323657925
548	0.2323111353
549	0.2322439774
550	0.232187559
551	0.2320998505
552	0.2320463884
553	0.2319705194
554	0.2319103257
555	0.2318551399
556	0.2317908153
557	0.2317411784
558	0.231679446
559	0.2316196422
560	0.2315545701
561	0.231489664
562	0.231408187
563	0.2313411694
564	0.2313389794
565	0.2312959567
566	0.2312428072
567	0.23117964
568	0.2311256512
569	0.2310624862
570	0.2309922805
571	0.2309159561
572	0.2308304388
573	0.2307578936
574	0.2306865997
575	0.2305905316
576	0.230518206
577	0.2304588073
578	0.2304063318
579	0.2303148738
580	0.230264479
581	0.2302080153
582	0.2301365149
583	0.2300755066
584	0.229993341
585	0.2298974065
586	0.2298466229
587	0.2297972829
588	0.2297489009
589	0.2296956712
590	0.2296134403
591	0.2295543186
592	0.2294681931
593	0.2294004394
594	0.2293240838
595	0.2292536067
596	0.2292089487
597	0.2291329809
598	0.2290691974
599	0.2289949446
600	0.2289337774
601	0.2288877199
602	0.2288072963
603	0.2287618892
604	0.2286849051
605	0.2286369785
606	0.2285458322
607	0.2284802575
608	0.2284201175
609	0.2283537669
610	0.228288344
611	0.2282230612
612	0.2281819129
613	0.2281249284
614	0.2280983127
615	0.2280015797
616	0.2279429433
617	0.2278736987
618	0.2277995453
619	0.2277108181
620	0.2276316704
621	0.2275728455
622	0.2274803604
623	0.2273970949
624	0.2273252828
625	0.2272164287
626	0.2271554759
627	0.2271043245
628	0.2269979906
629	0.2269531368
630	0.2268631607
631	0.2268212062
632	0.2267566747
633	0.2266998844
634	0.2266272917
635	0.2265468371
636	0.2264317658
637	0.2263826932
638	0.226318831
639	0.2262424309
640	0.2261872616
641	0.2261481642
642	0.2260836393
643	0.2260423239
644	0.2259686645
645	0.2259066518
646	0.225823714
647	0.2257392329
648	0.2256287346
649	0.2255460414
650	0.2255044239
651	0.2254145464
652	0.2253541934
653	0.225304184
654	0.225249711
655	0.2251848635
656	0.22512327
657	0.2250554751
658	0.2250004126
659	0.2249480002
660	0.2249082722
661	0.2248266291
662	0.2247422222
663	0.224661323
664	0.2246123273
665	0.2245615364
666	0.2245085267
667	0.2244334651
668	0.2243599645
669	0.2242989185
670	0.2242591941
671	0.2242219937
672	0.2241628724
673	0.2240991772
674	0.2240389951
675	0.2239577685
676	0.2238981002
677	0.2238322392
678	0.2237437418
679	0.2236720075
680	0.2236115957
681	0.2235668574
682	0.2234998173
683	0.2234422328
684	0.223361237
685	0.2232966139
686	0.2232460217
687	0.2231838667
688	0.2231141196
689	0.2230230777
690	0.2229573017
691	0.2229147591
692	0.2228656862
693	0.2228037863
694	0.2227539295
695	0.222698707
696	0.2226384614
697	0.2225771628
698	0.2225262924
699	0.2224868314
700	0.2224434238
701	0.2223990569
702	0.2223644192
703	0.2222997114
704	0.2222459087
705	0.2221684342
706	0.2220864379
707	0.2220509143
708	0.2219805775
709	0.2218991685
710	0.2218404281
711	0.2217738957
712	0.2217187063
713	0.221671292
714	0.2216156034
715	0.2215712981
716	0.2215030784
717	0.2214454724
718	0.2213796081
719	0.2213055267
720	0.2212571029
721	0.2211936181
722	0.2211089298
723	0.2210535682
724	0.2209835495
725	0.2209311929
726	0.2208384183
727	0.2207879609
728	0.2207180651
729	0.2206689138
730	0.2206373866
731	0.2205192878
732	0.2204208834
733	0.220375389
734	0.2203406003
735	0.2202418964
736	0.2201806756
737	0.2201552539
738	0.2201129927
739	0.2200744751
740	0.2200270921
741	0.2199710151
742	0.2198927507
743	0.2197945805
744	0.2197586926
745	0.2197022548
746	0.2196491041
747	0.2196130146
748	0.2195664361
749	0.219513675
750	0.2194641035
751	0.2194271452
752	0.2193499491
753	0.219255032
754	0.2191960869
755	0.2191362828
756	0.2190842433
757	0.2190400978
758	0.2190059561
759	0.2189512972
760	0.2188929502
761	0.2188412637
762	0.2187453541
763	0.2186906646
764	0.218563325
765	0.2185196609
766	0.2184274625
767	0.2183577287
768	0.2183090386
769	0.2182536017
770	0.2181946245
771	0.2181238789
772	0.218065616
773	0.2179787057
774	0.2179364585
775	0.2178928308
776	0.2178485987
777	0.2178164202
778	0.2177614165
779	0.2176784569
780	0.2176330335
781	0.2175924012
782	0.2175527517
783	0.2174827919
784	0.2174115981
785	0.2173146606
786	0.217254746
787	0.2172278222
788	0.2171907375
789	0.2171396336
790	0.2170597796
791	0.2170036237
792	0.2169504887
793	0.2169168698
794	0.216873296
795	0.2168475207
796	0.2167918529
797	0.2167329159
798	0.2166719357
799	0.2166152443
800	0.2165748337
801	0.2165290387
802	0.2164604851
803	0.2163964018
804	0.2163636578
805	0.2163179577
806	0.2162590349
807	0.2162318595
808	0.2161596502
809	0.2161183496
810	0.2160661594
811	0.2160292092
812	0.2159869143
813	0.2159269244
814	0.2158728739
815	0.2158489224
816	0.2157907507
817	0.215732357
818	0.2156498701
819	0.2156184522
820	0.2155865699
821	0.215542085
822	0.2154548245
823	0.2154083702
824	0.2153759879
825	0.2153198407
826	0.2153068414
827	0.2152149551
828	0.2151802599
829	0.2151517473
830	0.2151036641
831	0.2150115844
832	0.2149493775
833	0.2148687426
834	0.2148386313
835	0.2147858566
836	0.2147574391
837	0.2146607598
838	0.2145429846
839	0.2144653528
840	0.2143817481
841	0.2143135923
842	0.2142519466
843	0.2142188693
844	0.2141805493
845	0.2141364518
846	0.2140978027
847	0.2140457811
848	0.2139932171
849	0.2139355036
850	0.2138866882
851	0.2138216046
852	0.2137975337
853	0.2137502285
854	0.2137043205
855	0.2136114293
856	0.2135063177
857	0.2134561453
858	0.213422149
859	0.2133817182
860	0.2132437477
861	0.2131485181
862	0.2130719294
863	0.213032316
864	0.2130032274
865	0.2129512931
866	0.212890326
867	0.2128493742
868	0.2127629978
869	0.2126873932
870	0.2126496406
871	0.2126100472
872	0.2125729621
873	0.2125143717
874	0.21244174
875	0.2123536622
876	0.2122689488
877	0.212222288
878	0.2121703279
879	0.2121092058
880	0.2120428614
881	0.2119974419
882	0.211963096
883	0.2119156852
884	0.2118942024
885	0.2118189969
886	0.2117607534
887	0.2117161165
888	0.2116676675
889	0.2116531425
890	0.2115856402
891	0.2115264468
892	0.211439337
893	0.2113495416
894	0.2112607328
895	0.2111970241
896	0.2111448759
897	0.2110980719
898	0.2110195671
899	0.2109635695
900	0.2109356657
901	0.2108887713
902	0.2108333234
903	0.2107919758
904	0.2107531951
905	0.2107071962
906	0.2106460339
907	0.2105586634
908	0.2104926645
909	0.2104327001
910	0.2103800724
911	0.2103590425
912	0.2103262373
913	0.2102385289
914	0.2101871224
915	0.2101094389
916	0.2100697668
917	0.2100340562
918	0.2099651487
919	0.2099364699
920	0.209864746
921	0.2098236769
922	0.2097806254
923	0.2096996923
924	0.2096397094
925	0.2096014338
926	0.2095166346
927	0.209454175
928	0.2094025362
929	0.2093299337
930	0.2092894497
931	0.2092581806
932	0.2092065981
933	0.2091515594
934	0.2090993197
935	0.2090551398
936	0.2089878745
937	0.2089521242
938	0.2089038474
939	0.2088339699
940	0.2087473594
941	0.2086952845
942	0.2086540911
943	0.2086112318
944	0.2085465571
945	0.2085010864
946	0.2084694172
947	0.2083908792
948	0.2083410634
949	0.2083002713
950	0.208230738
951	0.2081754035
952	0.2081342856
953	0.2080507662
954	0.2079959386
955	0.2079148368
956	0.207890237
957	0.2078408389
958	0.2078034656
959	0.2077544584
960	0.2076527803
961	0.2076123153
962	0.2075488326
963	0.207501678
964	0.2074503968
965	0.2074054088
966	0.2073332617
967	0.2072946116
968	0.207240763
969	0.2072047614
970	0.2071517819
971	0.2071043722
972	0.2070576099
973	0.2070318103
974	0.2069677991
975	0.2068886484
976	0.2068501276
977	0.2067894959
978	0.206732361
979	0.2066775928
980	0.2066353102
981	0.2065901464
982	0.2065368938
983	0.2064738105
984	0.206444061
985	0.2064010501
986	0.2063377668
987	0.2062949778
988	0.2062299123
989	0.2061854312
990	0.2061404581
991	0.2060874102
992	0.206046591
993	0.2059965458
994	0.2059311031
995	0.2058657278
996	0.2058425441
997	0.2057996271
998	0.2057684503
999	0.2057265904
1000	0.2056551555
1001	0.2055827759
1002	0.2055178421
1003	0.2054537447
1004	0.2053970806
1005	0.2053430856
1006	0.205257891
1007	0.2052211087
1008	0.2051682057
1009	0.2051291088
1010	0.2050909554
1011	0.2050799685
1012	0.2050530834
1013	0.2049714492
1014	0.2049359957
1015	0.2048966786
1016	0.2048390708
1017	0.2047636011
1018	0.2047220383
1019	0.2046905209
1020	0.2046401891
1021	0.2045896781
1022	0.2045464003
1023	0.2044888695
1024	0.2044066785
1025	0.2043500725
1026	0.2043103971
1027	0.2042520921
1028	0.2042221177
1029	0.2041756089
1030	0.2041373073
1031	0.2040991778
1032	0.2040469278
1033	0.2040070124
1034	0.2039601002
1035	0.2039061575
1036	0.2038562481
1037	0.2037669834
1038	0.20373239
1039	0.2037155296
1040	0.2036946396
1041	0.2036190045
1042	0.2035840169
1043	0.2035244478
1044	0.2034921431
1045	0.2034628907
1046	0.2034239617
1047	0.2033961765
1048	0.2033530872
1049	0.2032358526
1050	0.2031629069
1051	0.2031271766
1052	0.2030867816
1053	0.2030388368
1054	0.2030022185
1055	0.2029351199
1056	0.2028540028
1057	0.202811264
1058	0.2027941909
1059	0.2027638111
1060	0.2027276045
1061	0.2026748979
1062	0.2026230923
1063	0.2025954773
1064	0.2025574698
1065	0.2025281402
1066	0.2024790312
1067	0.2024512428
1068	0.2024012182
1069	0.2023416134
1070	0.2022657995
1071	0.202241429
1072	0.2021797349
1073	0.2021067971
1074	0.2020383296
1075	0.2019945243
1076	0.2019440292
1077	0.2018846682
1078	0.2018163115
1079	0.2017675456
1080	0.2017259354
1081	0.2016215732
1082	0.2015873188
1083	0.201545852
1084	0.2014950236
1085	0.2014429126
1086	0.2013770878
1087	0.2013134079
1088	0.2012831723
1089	0.2012431739
1090	0.2012134639
1091	0.2011852774
1092	0.2011345335
1093	0.2010799191
1094	0.2010465486
1095	0.2010136677
1096	0.2009592797
1097	0.200920528
1098	0.2008774008
1099	0.2008194859
1100	0.2007763439
1101	0.2007145517
1102	0.2006674013
1103	0.2005837546
1104	0.2005219689
1105	0.2004866315
1106	0.2004393568
1107	0.2004091504
1108	0.200381622
1109	0.2003042372
1110	0.2002670415
1111	0.2002245807
1112	0.2001726522
1113	0.2000489862
1114	0.2000191035
1115	0.1999633512
1116	0.1999272263
1117	0.1998979313
1118	0.1998669966
1119	0.1998303097
1120	0.1997779383
1121	0.1997299557
1122	0.1996997191
1123	0.1996654328
1124	0.1996115219
1125	0.1995786575
1126	0.1995361414
1127	0.1994855594
1128	0.1994153357
1129	0.1993929683
1130	0.199369826
1131	0.1992718364
1132	0.1992092681
1133	0.1991654101
1134	0.1991324337
1135	0.1990927486
1136	0.1990479962
1137	0.1989915491
1138	0.1989390754
1139	0.1988893209
1140	0.1988452215
1141	0.1988109309
1142	0.1987638801
1143	0.1986918133
1144	0.1986600348
1145	0.1986340992
1146	0.1986058288
1147	0.1985663444
1148	0.1985281981
1149	0.1984585282
1150	0.1984252657
1151	0.1983877006
1152	0.1983697339
1153	0.1983386473
1154	0.1982700379
1155	0.1982239951
1156	0.1981741881
1157	0.1981641124
1158	0.1981311519
1159	0.1980540184
1160	0.1980108138
1161	0.1979787205
1162	0.1979414208
1163	0.1978797186
1164	0.197848513
1165	0.1978181645
1166	0.1977674798
1167	0.19773854
1168	0.1976918747
1169	0.1976314631
1170	0.1975967316
1171	0.1975537938
1172	0.1975296636
1173	0.197478818
1174	0.1974251311
1175	0.1973755485
1176	0.1973377235
1177	0.1973092544
1178	0.197289996
1179	0.1972728991
1180	0.1972414212
1181	0.1972089846
1182	0.1971629045
1183	0.1971232837
1184	0.1971027419
1185	0.197073583
1186	0.1970199221
1187	0.1969372571
1188	0.1969027174
1189	0.1968472979
1190	0.1968247308
1191	0.1967814367
1192	0.1967461474
1193	0.1967064031
1194	0.1966433474
1195	0.1966037695
1196	0.19656938
1197	0.1965266946
1198	0.1964925984
1199	0.1964725244
1200	0.1964548902
1201	0.196396508
1202	0.1963451488
1203	0.1962839486
1204	0.1962345915
1205	0.1962136465
1206	0.1961660328
1207	0.1961578377
1208	0.1961052391
1209	0.1960758347
1210	0.1960448553
1211	0.1959981402
1212	0.1959439212
1213	0.1959153783
1214	0.195884816
1215	0.1958307696
1216	0.1957795799
1217	0.1957401379
1218	0.1957323319
1219	0.1956976844
1220	0.1956698982
1221	0.1955987563
1222	0.1955486902
1223	0.1955138215
1224	0.1954450718
1225	0.1954062944
1226	0.1953349213
1227	0.1953157901
1228	0.1952982372
1229	0.1952661813
1230	0.1952264099
1231	0.1952044004
1232	0.1951829235
1233	0.1951638995
1234	0.1950944245
1235	0.1950448989
1236	0.195020294
1237	0.1949879691
1238	0.1949469895
1239	0.1948946404
1240	0.1948656366
1241	0.1948077368
1242	0.1947551071
1243	0.1946991481
1244	0.1946483154
1245	0.1946041684
1246	0.1945507576
1247	0.1945371081
1248	0.194500509
1249	0.1944829824
1250	0.1944579729
1251	0.194423391
1252	0.194393278
1253	0.1943670079
1254	0.1943264854
1255	0.1943022602
1256	0.1942394176
1257	0.1941992188
1258	0.1941625642
1259	0.1941551717
1260	0.1941152806
1261	0.1940894026
1262	0.1940453571
1263	0.1940018228
1264	0.19397492
1265	0.1939391432
1266	0.1938571277
1267	0.1937938598
1268	0.1937695521
1269	0.1937138088
1270	0.1936866901
1271	0.1936553816
1272	0.1936132522
1273	0.1935842301
1274	0.1935242952
1275	0.1934873399
1276	0.1934725091
1277	0.1934393419
1278	0.1933822207
1279	0.1933347622
1280	0.1933099359
1281	0.1932610601
1282	0.1932300682
1283	0.1931957045
1284	0.1931751581
1285	0.1931597046
1286	0.1931378691
1287	0.1930764758
1288	0.1930484292
1289	0.1930162306
1290	0.1929553585
1291	0.1928900299
1292	0.1928548489
1293	0.1928223032
1294	0.1927985663
1295	0.1927451172
1296	0.1927102729
1297	0.1926655219
1298	0.1926564175
1299	0.1926163466
1300	0.1925869693
1301	0.1925655319
1302	0.1925470974
1303	0.1924907735
1304	0.1924391255
1305	0.1924191394
1306	0.1923709816
1307	0.1923639707
1308	0.1923102119
1309	0.1922760199
1310	0.1922671136
1311	0.192211965
1312	0.1921529413
1313	0.1921319433
1314	0.1920754277
1315	0.1920558765
1316	0.1920274925
1317	0.191982927
1318	0.1919461244
1319	0.1919273491
1320	0.1918862013
1321	0.1918232749
1322	0.1917781244
1323	0.1917571034
1324	0.1917382238
1325	0.1916914591
1326	0.1916341009
1327	0.1915977924
1328	0.1915614271
1329	0.191526197
1330	0.1914711087
1331	0.1914310359
1332	0.1914066581
1333	0.1913426584
1334	0.1913225047
1335	0.1912900879
1336	0.1912308445
1337	0.1912031055
1338	0.1911378
1339	0.1910922259
1340	0.1910014469
1341	0.19095949
1342	0.1909238475
1343	0.1908682498
1344	0.1908328025
1345	0.1908132869
1346	0.1907647396
1347	0.1907108586
1348	0.1906748712
1349	0.1906588629
1350	0.1906219758
1351	0.1905984601
1352	0.1905771951
1353	0.1905514426
1354	0.1905335625
1355	0.1904886856
1356	0.1904645831
1357	0.19042693
1358	0.1904017626
1359	0.190350525
1360	0.1903070453
1361	0.1902403935
1362	0.1902174257
1363	0.1901515914
1364	0.190075423
1365	0.1900250052
1366	0.1900005548
1367	0.1899535893
1368	0.1899190095
1369	0.1898878476
1370	0.1898244735
1371	0.1898078112
1372	0.1897766305
1373	0.1897564192
1374	0.1897072763
1375	0.1896793708
1376	0.1896424058
1377	0.1895672522
1378	0.189503629
1379	0.1894634511
1380	0.1894442436
1381	0.1894061308
1382	0.1893485803
1383	0.1893332693
1384	0.1893095185
1385	0.1892940015
1386	0.1892648116
1387	0.1892124964
1388	0.1891238194
1389	0.1890955874
1390	0.1890476983
1391	0.1890286069
1392	0.1889765114
1393	0.1889071277
1394	0.188892087
1395	0.1888452431
1396	0.1888102916
1397	0.1887960717
1398	0.1887630314
1399	0.1887286976
1400	0.1886628122
1401	0.1885967203
1402	0.1885740261
1403	0.1885384276
1404	0.1884819698
1405	0.1884730851
1406	0.1884137613
1407	0.1883076642
1408	0.1882865876
1409	0.1882167383
1410	0.1882109614
1411	0.1881678965
1412	0.1881543724
1413	0.1881461751
1414	0.1881299702
1415	0.1880905996
1416	0.1880400515
1417	0.1880163423
1418	0.1880063478
1419	0.1879805379
1420	0.1879394882
1421	0.187913784
1422	0.1878768849
1423	0.1878494388
1424	0.1878197034
1425	0.1877564132
1426	0.187716039
1427	0.187678839
1428	0.1876032349
1429	0.1875849054
1430	0.1875310568
1431	0.1874903785
1432	0.1874667024
1433	0.1874240281
1434	0.1873959647
1435	0.1873447777
1436	0.1873271331
1437	0.1872863972
1438	0.1872689979
1439	0.1872573404
1440	0.1872080918
1441	0.1871524456
1442	0.1871270297
1443	0.1870838683
1444	0.1870694479
1445	0.1870396573
1446	0.1869676515
1447	0.186903269
1448	0.1868846866
1449	0.1868651012
1450	0.1868411486
1451	0.1867873899
1452	0.1867462661
1453	0.1866974982
1454	0.1866474061
1455	0.1866230545
1456	0.1866054896
1457	0.1865718574
1458	0.1865339853
1459	0.1865124566
1460	0.1864593578
1461	0.1863740759
1462	0.1863462352
1463	0.1863089488
1464	0.1862516476
1465	0.1862436879
1466	0.1862068608
1467	0.1861928354
1468	0.1861861068
1469	0.1861392517
1470	0.1860784066
1471	0.1860164647
1472	0.1859825346
1473	0.1859408817
1474	0.1859193884
1475	0.1858599212
1476	0.1858212138
1477	0.1857962973
1478	0.1857305128
1479	0.1856940303
1480	0.1856293417
1481	0.1855960529
1482	0.1855594784
1483	0.1855362747
1484	0.1854923648
1485	0.1854546835
1486	0.185428598
1487	0.1853894474
1488	0.1853182313
1489	0.1852749452
1490	0.1852542731
1491	0.185230268
1492	0.1851825305
1493	0.1851347636
1494	0.185100652
1495	0.1850618146
1496	0.1850364685
1497	0.1850044527
1498	0.1849843121
1499	0.1849319861
